grb,time _ut_,trigger number,bat ra _j2000_,bat dec _j2000_,bat 90_ error radius _arcmin_,bat t90 _sec_,bat fluence _15_150 kev_ _10__7 erg_cm_2_,bat fluence 90_ error _15_150 kev_ _10__7 erg_cm_2_,bat 1_sec peak photon flux _15_150 kev_ _ph_cm_2_sec_,bat 1_sec peak photon flux 90_ error _15_150 kev_ _ph_cm_2_sec_,bat photon index _15_150 kev_ _pl _ simple power_law_ cpl _ cutoff power_law_,bat photon index 90_ error _15_150 kev_,hardness ratio,epeak,satellite_source,grb_class
090531B,18:35:56,353728,252.07,-36.015,2.1,80,7.1,0.9,1.25,0.1,"1.51, PL",0.22,0.50593233,0.0,Swift BAT,
090531A,01:45:17,353627,178.672,7.824,1.1,32,13,1.0,1.3,0.2,"0.86, CPL",0.42,1.0718691,286.0,Swift BAT,
090530,03:18:18,353567,179.4,26.59,1.9,48,11,1.0,2.5,0.3,"1.61, PL",0.17,0.4504095,0.0,Swift BAT,
090529,14:12:35,353540,212.446,24.45,2.0,>100,6.8,1.7,0.4,0.1,"2.00, PL",0.3,0.2857143,0.0,Swift BAT,
090519,21:08:56,352648,142.317,0.19,2.0,64,12,1.0,0.6,0.2,"1.02, PL",0.20,0.8917149,0.0,Swift BAT,
090518,01:54:44,352420,119.957,0.778,1.2,6.9,4.7,0.4,2.4,0.2,"1.54, PL",0.14,0.48860267,0.0,Swift BAT,
090516A,08:27:50,352190,138.246,-11.848,1.5,210,90,6.0,1.6,0.2,"1.84, PL",0.11,0.3444907,0.0,Swift BAT,
090515,04:45:09,352108,164.166,14.469,2.1,0.036,0.2,0.03,5.7,0.9,"0.05, CPL",1.36,2.6998694,205.0,Swift BAT,
090510,00:23:00,351588,333.552,-26.598,1.7,0.3,3.4,0.4,9.7,1.1,"0.98, PL",0.20,0.93374014,0.0,Swift BAT,
090509,05:10:03,351525,241.422,-28.385,2.1,335,33,4.0,1.5,0.3,"1.75, PL",0.20,0.38263845,0.0,Swift BAT,
090429B,05:30:03,350854,210.672,32.167,1.3,5.5,3.1,0.3,1.6,0.2,0.47,0.77,1.6749514,0.0,Swift BAT,
090429A,04:53:39,350853,90.573,-52.389,1.7,188,10,2.0,0.6,0.1,"1.55, PL",0.22,0.48295715,0.0,Swift BAT,
090426,12:48:47,350479,189.082,32.978,1.7,1.2,1.8,0.3,2.4,0.3,"1.93, PL",0.22,0.3100999,0.0,Swift BAT,
090424,14:12:09,350311,189.531,16.829,1.0,48,210,0.0,71.0,2.0,"1.19, CPL",0.15,0.7329417,319.0,Swift BAT,
090423,07:55:19,350184,148.891,18.165,1.1,10.3,5.9,0.4,1.7,0.2,"0.80, CPL",0.50,1.148292,280.0,Swift BAT,
090422,03:35:16,349931,294.746,40.398,2.0,8.5,2.3,0.4,1.7,0.2,"1.72, PL",0.30,0.39625767,0.0,Swift BAT,
090419,13:43:31,349592,197.006,-75.615,2.1,450,25,2.0,0.4,0.1,"1.38, PL",0.16,0.588296,0.0,Swift BAT,
090418A,11:07:40,349510,269.32,33.407,1.4,56,46,2.0,1.9,0.3,"1.48, PL",0.07,0.5238675,0.0,Swift BAT,
090417B,15:20:03,349450,209.687,47.015,~1,>260,23,2.0,0.3,0.1,"1.85, PL",0.14,0.34049097,0.0,Swift BAT,
090417A,13:17:23,349447,34.993,-7.141,2.8,0.072,0.19,0.05,3.6,1.0,"0.65, CPL",2.11,1.363614,265.0,Swift BAT,
090410,16:57:52,348929,334.956,15.419,1.8,165,56,2.0,1.9,0.1,"1.19, PL",0.05,0.7329417,0.0,Swift BAT,
090407,10:28:25,348650,68.979,-12.684,2.2,310,11,2.0,0.6,0.1,"1.73, PL",0.29,0.39166564,0.0,Swift BAT,
090404,15:56:30,348428,239.233,35.518,1.0,84,30,1.0,1.9,0.2,"2.32, PL",0.08,0.19627196,0.0,Swift BAT,
090401B,08:35:25,348152,95.095,-8.963,1.0,183,100,0.0,23.1,0.5,1.37,0.05,0.595153,0.0,Swift BAT,
090401A,00:00:59,348128,350.92,29.762,1.0,112,110,0.0,10.9,0.5,"1.70, PL",0.05,0.4056016,0.0,Swift BAT,
090313,09:06:27,346386,198.4,8.086,2.2,79,14,2.0,0.8,0.3,"1.91, PL",0.29,0.31743684,0.0,Swift BAT,
090309A,23:29:13,345945,284.978,-25.274,2.3,3.0,1.3,0.3,0.9,0.2,"1.36, PL",0.33,0.6020887,0.0,Swift BAT,
090308A,18:01:23,345777,183.545,-48.754,3.4,48,2.6,0.6,0.1,0.0,"2.33, PL",0.37,0.193977,0.0,Swift BAT,
090307A,03:46:37,345551,245.007,-28.647,3.3,22,2.6,0.6,0.2,0.1,"1.08, PL",0.39,0.8321463,0.0,Swift BAT,
090305A,05:19:51,345127,241.764,-31.572,2.3,0.4,0.75,0.13,1.9,0.4,"0.86, PL",0.33,1.0718691,0.0,Swift BAT,
090301A,06:55:55,344582,338.142,26.639,1.0,41.0,230,3.0,18.7,0.6,"1.08, CPL",0.12,0.8321463,308.0,Swift BAT,
090205,23:03:14,342121,220.917,-27.848,2.0,8.8,1.9,0.3,0.5,0.1,"2.15, PL",0.23,0.23965424,0.0,Swift BAT,
090201,17:47:02,341749,92.051,-46.604,1.0,83,300,10.0,14.7,1.0,"0.88, CPL",0.18,1.0475254,288.0,Swift BAT,
090129,21:07:15,341504,269.105,-32.793,1.0,17.5,21,1.0,3.7,0.2,"1.88, PL",0.06,0.3287646,0.0,Swift BAT,
090123,07:51:56,340895,6.794,-23.503,1.5,131,29,2.0,1.7,0.3,"1.74, PL",0.12,0.3871261,0.0,Swift BAT,
090113,18:40:39,339852,32.067,33.436,1.0,9.1,7.6,0.4,2.5,0.2,"1.60, PL",0.10,0.45567983,0.0,Swift BAT,
090111,23:58:21,339696,251.656,0.067,1.4,24.8,6.2,0.6,0.9,0.2,"2.37, PL",0.17,0.18505947,0.0,Swift BAT,
090107A,04:48:04,339295,302.409,4.744,2.4,12.2,2.3,0.5,1.1,0.2,"1.69, PL",0.27,0.41035467,0.0,Swift BAT,
090102,02:55:45,338895,128.248,33.107,1.4,27.0,0.68,0.03,5.5,0.8,"1.36, PL",0.08,0.6020887,0.0,Swift BAT,
081230,20:36:12,338633,37.33,-25.145,1.4,60.7,8.2,0.8,0.7,0.1,1.97,0.16,0.2959244,0.0,Swift BAT,
081228,01:17:40,338338,39.477,30.833,2.3,3.0,0.89,0.18,0.6,0.1,"2.10, PL",0.31,0.25412822,0.0,Swift BAT,
081226A,01:03:37,338177,120.478,-69.014,2.1,0.4,0.99,0.18,2.4,0.4,"1.36, PL",0.29,0.6020887,0.0,Swift BAT,
081222,04:53:59,337914,22.748,-34.095,1.0,24,48,1.0,7.7,0.2,"1.08, CPL",0.15,0.8321463,308.0,Swift BAT,
081221,16:21:11,337889,15.801,-24.542,1.0,34,181,3.0,18.2,0.5,"1.21, CPL",0.13,0.71620005,321.0,Swift BAT,
081211A,11:48:10,337115,328.082,-33.818,2.3,3.5,1.3,0.3,0.8,0.2,"2.34, PL",0.41,0.19170858,0.0,Swift BAT,
081210,20:19:34,337073,70.485,-11.263,1.0,146,18,2.0,2.5,0.2,"1.42, PL",0.14,0.5616379,0.0,Swift BAT,
081203A,13:57:11,336489,233.071,63.514,1.1,294,77,3.0,2.9,0.2,"1.54, PL",0.06,0.48860267,0.0,Swift BAT,
081128,17:18:44,335895,20.8,38.123,1.0,100,23,2.0,1.3,0.2,"1.08, CPL",0.45,0.8321463,308.0,Swift BAT,
081127,07:05:08,335715,332.075,6.858,2.4,37,4.9,1.0,0.6,0.2,"2.10, PL",0.35,0.25412822,0.0,Swift BAT,
081126,21:34:10,335647,323.526,48.714,1.0,54,33,1.0,3.7,0.2,"1.27, PL",0.06,0.66820276,0.0,Swift BAT,
081121,20:35:32,335105,89.282,-60.612,1.4,14,41,3.0,4.4,1.0,"0.43, CPL",0.54,1.7531198,243.0,Swift BAT,
081118,14:56:36,334877,82.572,-43.305,1.6,67,12,1.0,0.6,0.2,"2.10, PL",0.16,0.25412822,0.0,Swift BAT,
081109A,07:02:06,334112,330.798,-54.711,1.0,190,36,2.0,1.1,0.0,"1.72, PL",0.09,0.39625767,0.0,Swift BAT,
081104,09:34:42,333666,100.5,-54.722,1.3,59.1,20,2.0,1.0,0.3,"2.00, PL",0.14,0.2857143,0.0,Swift BAT,
081102,17:44:39,333427,331.178,52.991,1.1,63,23,2.0,1.4,0.3,"1.73, PL",0.13,0.39166564,0.0,Swift BAT,
081101,11:46:31,333320,95.836,-0.112,1.7,0.20,0.62,0.1,3.6,0.5,"0.24, CPL",1.12,2.176326,224.0,Swift BAT,
081029,01:43:56,332931,346.776,-68.179,2.2,270,21,2.0,0.5,0.2,"1.43, PL",0.18,0.55516154,0.0,Swift BAT,
081028A,00:25:00,332851,121.893,2.305,1.2,260,37,2.0,0.5,0.1,"1.25, PL",0.38,0.68383884,0.0,Swift BAT,
081025,08:22:02,BATSS,245.298,60.466,2.87,23,19,2.0,1.3,0.2,"1.12, PL",0.05,0.79462934,0.0,Swift BAT,
081024A,05:53:0,332516,27.891,61.352,1.7,1.8,1.2,0.2,1.1,0.1,"1.23, PL",0.21,0.69983524,0.0,Swift BAT,
081022,14:23:48,332399,226.584,12.409,1.4,160,25,2.0,0.6,0.1,"1.67, PL",0.11,0.4200262,0.0,Swift BAT,
081017,23:38:12,331964,230.209,-32.79,2.3,320,14,2.0,0.07,0.01,"1.64, PL",0.23,0.4349564,0.0,Swift BAT,
081016B,19:47:14,331856,14.582,-43.536,2.3,2.6,0.99,0.18,0.5,0.1,"0.92, PL",0.32,1.0004599,0.0,Swift BAT,
081012,13:10:23,331475,30.184,-17.627,1.8,29,11,1.0,1.0,0.2,"1.03, PL",0.18,0.88150305,0.0,Swift BAT,
081011,00:28:50,331332,220.363,33.548,2.3,9,1.6,0.3,0.4,0.1,"1.47, PL",0.28,0.52998394,0.0,Swift BAT,
081008,19:58:09,331093,279.968,-57.433,1.1,185.5,43,2.0,1.3,0.1,"1.69, PL",0.07,0.41035467,0.0,Swift BAT,
081007,05:23:52,330856,339.963,-40.146,1.5,10.0,7.1,0.8,2.6,0.4,"2.51, PL",0.20,0.15692401,0.0,Swift BAT,
080928,15:01:32,326115,95.061,-55.176,2.3,280,25,2.0,2.1,0.1,"1.77, PL",0.12,0.3738165,0.0,Swift BAT,
080919,00:05:13,325268,265.221,-42.375,1.9,0.6,0.72,0.11,1.2,0.2,"1.10, PL",0.26,0.8131747,0.0,Swift BAT,
080916B,14:44:47,324907,163.632,69.061,2.1,32,6.3,0.9,0.6,0.2,"1.49, PL",0.23,0.51782054,0.0,Swift BAT,
080916A,09:45:20,324895,336.289,-57.026,1.0,60,40,1.0,2.7,0.2,"1.17, CPL",0.21,0.7500686,317.0,Swift BAT,
080915B,15:53:35,324805,213.088,-11.491,1.0,3.9,9.9,0.6,8.5,0.3,"1.48, CPL",0.35,0.5238675,348.0,Swift BAT,
080915A,00:02:49,324744,17.911,-76.042,2.4,14,2.3,0.5,0.5,0.1,"1.64, PL",0.29,0.4349564,0.0,Swift BAT,
080913,06:46:54,324561,65.741,-25.127,1.5,8,5.6,0.6,1.4,0.2,"0.46, CPL",0.70,1.6941655,246.0,Swift BAT,
080906,13:33:16,323984,228.055,-80.54,1.7,147,35,2.0,1.0,0.2,"1.59, PL",0.09,0.46101096,0.0,Swift BAT,
080905B,16:55:45,323898,301.746,-62.568,1.9,128,18,2.0,0.5,0.1,"1.78, PL",0.15,0.36948106,0.0,Swift BAT,
080905A,11:58:54,323870,287.663,-18.865,2.1,1.0,1.4,0.2,1.3,0.2,"0.85, PL",0.24,1.084249,0.0,Swift BAT,
080903,01:12:23,323542,86.79,51.256,1.0,66,14,1.0,0.8,0.1,"0.84, CPL",0.52,1.0967697,284.0,Swift BAT,
080822B,21:02:52,321376,63.56,25.76,3.6,64,1.7,0.6,0.06,0.02,"2.54, PL",0.5,0.15146941,0.0,Swift BAT,
080810,13:10:12,319584,356.783,0.31,1.2,106,46,2.0,2.0,0.2,"1.34, PL",0.06,0.61619985,0.0,Swift BAT,
080805,07:41:34,319036,314.231,-62.433,1.0,78,25,1.0,1.1,0.1,"1.53, PL",0.07,0.4943132,0.0,Swift BAT,
080804,23:20:14,319016,328.675,-53.189,1.2,34,36,2.0,3.1,0.4,"1.19, PL",0.09,0.7329417,0.0,Swift BAT,
080802,15:12:21,318832,270.729,-32.329,1.6,176,13,2.0,0.3,0.0,"1.76, PL",0.19,0.3782021,0.0,Swift BAT,
080727C,23:07:35,318170,32.638,64.13,1.0,79.7,52,2.0,2.3,0.2,"0.87, CPL",0.20,1.0596285,287.0,Swift BAT,
080727B,08:13:24,318101,276.871,1.173,1.0,8.6,31,1.0,7.6,0.2,"0.80, CPL",0.17,1.148292,280.0,Swift BAT,
080727A,05:57:39,318094,208.416,-18.572,2.4,4.9,1.3,0.3,0.3,0.2,"1.25, PL",0.34,0.68383884,0.0,Swift BAT,
080725,10:26:14,317888,121.699,-13.984,1.3,120,37,2.0,2.3,0.3,"1.50, PL",0.10,0.5118424,0.0,Swift BAT,
080723A,04:19:24,317662,274.461,-6.91,1.6,17.3,3.3,0.4,0.9,0.1,"1.77, PL",0.21,0.3738165,0.0,Swift BAT,
080721,10:25:16,317508,224.481,-11.709,1.3,16.2,120,10.0,20.9,1.8,"1.11, PL",0.08,0.80384934,0.0,Swift BAT,
080714,17:52:56,316910,188.104,-60.274,1.0,33,25,1.0,4.2,0.3,"1.52, PL",0.08,0.5000895,0.0,Swift BAT,
080710,07:13:10,316534,8.259,19.484,2.3,120,14,2.0,1.0,0.2,"1.47, PL",0.23,0.52998394,0.0,Swift BAT,
080707,08:27:53,316204,32.627,33.1,1.8,27.1,5.2,0.6,1.0,0.1,"1.77, PL",0.19,0.3738165,0.0,Swift BAT,
080703,19:00:13,315819,101.822,-63.211,2.2,3.4,2.0,0.3,1.0,0.2,"1.53, PL",0.22,0.4943132,0.0,Swift BAT,
080702B,01:10:41,BATSS,355.616,-5.424,3.5,20,5.0,0.9,0.5,0.1,"1.44, PL",0.13,0.5487588,0.0,Swift BAT,
080702A,11:50:43,315710,313.049,72.278,3.0,0.5,0.36,0.1,0.7,0.2,"1.34, PL",0.42,0.61619985,0.0,Swift BAT,
080701,10:13:37,315615,45.944,75.481,1.4,18,7.1,0.7,2.2,0.2,"2.24, PL",0.17,0.21562384,0.0,Swift BAT,
080623,10:25:28,315080,237.667,-62.044,1.4,15.2,10,1.0,2.0,0.3,1.35,0.15,0.609104,0.0,Swift BAT,
080613B,11:12:37,313954,173.806,-7.102,1.0,105,58,2.0,2.7,0.2,"1.39, PL",0.06,0.58151686,0.0,Swift BAT,
080607,06:07:27,313417,194.964,15.91,1.0,79,240,0.0,23.1,1.1,"1.31, PL",0.04,0.63797957,0.0,Swift BAT,
080605,23:47:57,313299,262.13,4.01,1.0,20,133,2.0,19.9,0.6,"1.11, CPL",0.14,0.80384934,311.0,Swift BAT,
080604,07:27:01,313116,236.96,20.557,2.0,82,8.0,0.9,0.4,0.1,"1.78, PL",0.18,0.36948106,0.0,Swift BAT,
080603B,19:38:13,313087,176.554,68.061,1.0,60,24,1.0,3.5,0.2,"1.21, CPL",0.30,0.71620005,321.0,Swift BAT,
080602,01:30:28,312958,19.177,-9.239,1.7,74,32,2.0,2.9,0.2,"1.43, PL",0.13,0.55516154,0.0,Swift BAT,
080524,04:13:00,312277,268.449,80.143,2.5,9,2.9,0.5,0.4,0.2,"1.1, PL",0.2,0.8131747,0.0,Swift BAT,
080523,21:21:51,312242,20.769,-64.06,1.7,102,8.8,1.0,0.5,0.1,"1.65, PL",0.18,0.42992243,0.0,Swift BAT,
080520,22:20:24,312047,280.179,-54.964,2.4,2.8,0.55,0.17,0.5,0.1,"2.90, PL",0.51,0.098973036,0.0,Swift BAT,
080517,21:22:51,311874,102.274,50.741,2.4,64.6,5.6,1.2,0.6,0.2,"1.54, PL",0.33,0.48860267,0.0,Swift BAT,
080516,00:17:07,311762,120.661,-26.146,2.1,5.8,2.6,0.4,1.8,0.3,"1.82, PL",0.27,0.35262975,0.0,Swift BAT,
080515,06:01:13,311658,3.166,32.564,1.6,21,20,3.0,3.9,0.7,"0.94, CPL",1.21,0.9777143,294.0,Swift BAT,
080506,17:46:21,311159,329.467,38.961,2.5,150,13,2.0,0.4,0.1,"1.87, PL",0.19,0.3326284,0.0,Swift BAT,
080503,12:26:13,310785,286.686,68.803,3.5,170,20,1.0,0.9,0.1,"2.00, PL",0.13,0.2857143,0.0,Swift BAT,
080430,19:53:02,310613,165.331,51.682,1.0,16.2,12,1.0,2.6,0.2,"1.73, PL",0.09,0.39166564,0.0,Swift BAT,
080426,13:23:22,310219,26.51,69.469,1.1,1.7,3.7,0.3,4.8,0.3,"1.98, PL",0.13,0.29248163,0.0,Swift BAT,
080413B,08:51:12,309111,326.138,-19.981,1.0,8.0,32,1.0,18.7,0.8,"1.26, CPL",0.27,0.6759763,326.0,Swift BAT,
080413A,02:54:19,309096,287.301,-27.677,1.0,46,35,1.0,5.6,0.2,"1.57, PL",0.06,0.47185832,0.0,Swift BAT,
080411,21:15:32,309010,37.961,-71.297,1.0,56,264,1.0,43.2,0.9,"1.75, PL",0.03,0.38263845,0.0,Swift BAT,
080409,01:22:57,308812,84.304,5.078,2.0,20.2,6.1,0.7,3.7,0.3,"2.10, PL",0.20,0.25412822,0.0,Swift BAT,
080330,03:41:16,308041,169.278,30.607,1.8,61,3.4,0.8,0.9,0.2,"2.53, PL",0.45,0.15326643,0.0,Swift BAT,
080328,08:03:04,307931,80.49,47.523,1.0,90.6,94,2.0,5.5,0.3,"1.52, PL",0.04,0.5000895,0.0,Swift BAT,
080325,04:09:17,307604,277.906,36.516,2.0,128.4,49,4.0,1.4,0.6,"1.68, PL",0.17,0.41516268,0.0,Swift BAT,
080320,04:37:38,306858,177.763,57.162,1.8,14,2.7,0.4,0.6,0.1,"1.70, PL",0.22,0.4056016,0.0,Swift BAT,
080319D,17:05:09,306793,99.479,23.982,2.6,24,3.2,0.7,0.1,0.1,"1.92, PL",0.35,0.3137472,0.0,Swift BAT,
080319C,12:25:56,306778,259.006,55.393,1.0,34,36,1.0,5.2,0.3,"1.37, PL",0.07,0.595153,0.0,Swift BAT,
080319B,06:12:49,306757,217.919,36.3,1.0,>50,810,10.0,24.8,0.5,"1.04, PL",0.02,0.87140644,0.0,Swift BAT,
080319A,05:45:42,306754,206.352,44.08,1.7,64,48,4.0,1.2,0.2,"1.60, PL",0.13,0.45567983,0.0,Swift BAT,
080315,02:25:01,306323,155.124,41.701,3.3,65,1.4,0.5,0.04,0.01,"2.51, PL",0.59,0.15692401,0.0,Swift BAT,
080310,08:37:58,305288,220.04,-0.164,1.4,365,23,2.0,1.3,0.2,"2.32, PL",0.16,0.19627196,0.0,Swift BAT,
080307,11:23:30,305011,136.629,35.151,1.6,125.9,8.7,1.2,0.4,0.1,"1.78, PL",0.21,0.36948106,0.0,Swift BAT,
080303,09:10:35,304549,112.019,-70.231,1.6,67,6.6,1.0,1.4,0.2,"1.54, PL",0.25,0.48860267,0.0,Swift BAT,
080229A,17:04:59,304379,228.22,-14.697,1.5,64,90,2.0,5.7,0.2,"1.91, PL",0.06,0.31743684,0.0,Swift BAT,
080218B,23:57:47,303631,177.927,-53.086,2.0,6.2,5.1,1.0,3.1,0.6,"0.11, CPL",2.44,2.5223765,211.0,Swift BAT,
080218A,20:08:42,303609,355.941,12.159,2.5,27.6,6.3,1.4,1.4,0.4,"2.34, PL",0.35,0.19170858,0.0,Swift BAT,
080212,17:34:33,303105,231.145,-22.739,1.5,123,29,3.0,1.2,0.3,"0.31, CPL",0.64,2.0098302,231.0,Swift BAT,
080210,07:50:05,302888,251.259,13.826,1.1,45,18,1.0,1.6,0.2,"1.77, PL",0.12,0.3738165,0.0,Swift BAT,
080207,21:30:21,302728,207.514,7.492,1.2,340,61,2.0,1.0,0.3,"1.17, CPL",0.27,0.7500686,317.0,Swift BAT,
080205,07:55:51,302506,98.261,62.782,1.5,106.5,21,1.0,1.4,0.2,"2.08, PL",0.12,0.26015654,0.0,Swift BAT,
080130,11:13:59,BATSS,261.632,-53.19,2.8,65,7.7,2.8,0.2,0.1,"1.21, PL",0.12,0.71620005,0.0,Swift BAT,
080129,06:06:45,301981,105.297,-7.84,2.4,48,8.9,1.4,0.2,0.1,"1.34, PL",0.26,0.61619985,0.0,Swift BAT,
080123,04:21:57,301578,338.974,-64.93,4.1,115,5.7,1.7,1.8,0.4,"2.15, PL",0.54,0.23965424,0.0,Swift BAT,
071227,20:13:47,299787,58.132,-55.959,1.7,1.8,2.2,0.3,1.6,0.2,"0.99, PL",0.22,0.92305446,0.0,Swift BAT,
071129,00:03:55,297628,220.039,-26.667,2.2,420,35,3.0,0.9,0.2,"1.94, PL",0.16,0.3064944,0.0,Swift BAT,
071122,01:23:25,297114,276.576,47.102,2.3,68.7,5.8,1.1,0.4,0.2,"1.77, PL",0.31,0.3738165,0.0,Swift BAT,
071118,08:57:17,296856,299.839,70.13,2.7,71,5.0,1.0,0.3,0.1,"1.63, PL",0.29,0.44004846,0.0,Swift BAT,
071117,14:50:06,296805,335.026,-63.442,1.0,6.6,24,1.0,11.3,0.4,"1.57, PL",0.06,0.47185832,0.0,Swift BAT,
071112C,18:32:57,296504,39.218,28.368,1.0,15,30,4.0,8.0,1.0,"1.09, PL",0.07,0.8226067,0.0,Swift BAT,
071112B,18:23:31,296503,260.213,-80.884,2.2,0.30,0.48,0.09,1.3,0.3,"0.69, PL",0.34,1.3025872,0.0,Swift BAT,
071101,17:53:46,295779,48.179,62.524,2.7,9.0,0.76,0.26,0.4,0.1,"2.25, PL",0.58,0.2131054,0.0,Swift BAT,
071031,01:06:36,295670,6.399,-58.048,2.1,180,9.0,1.3,0.5,0.1,"2.42, PL",0.29,0.17448062,0.0,Swift BAT,
071028B,02:43:46,295492|Ground Analysis,354.163,-31.63,3,55,2.5,0.8,1.4,0.5,"1.45, PL",0.25,0.5424288,0.0,Swift BAT,
071028A,17:41:01,295527,119.828,21.473,2.2,27.0,3.0,0.5,0.3,0.1,"1.87, PL",0.26,0.3326284,0.0,Swift BAT,
071025,04:08:54,295301,355.065,31.784,1.3,109,65,2.0,1.6,0.2,"1.79, PL",0.05,0.3651952,0.0,Swift BAT,
071021,09:41:33,294974,340.573,23.764,3.4,225,13,2.0,0.7,0.1,"1.70, PL",0.21,0.4056016,0.0,Swift BAT,
071020,07:02:26,294835,119.666,32.857,1.0,4.2,23,1.0,8.4,0.3,"1.11, PL",0.05,0.80384934,0.0,Swift BAT,
071018,08:37:41,294645,164.685,53.822,2.1,376.0,10,2.0,0.2,0.1,"1.63, PL",0.26,0.44004846,0.0,Swift BAT,
071013,12:09:19,294120,279.501,33.846,2.5,26,3.2,0.7,0.4,0.2,"1.60, PL",0.36,0.45567983,0.0,Swift BAT,
071011,12:40:13,293924,8.395,61.132,1.3,61,0.22,0.02,1.7,0.3,"1.41, PL",0.12,0.5681886,0.0,Swift BAT,
071010B,20:45:47,293795,150.531,45.733,1.0,>35.7,44,1.0,7.7,0.3,"1.53, CPL",-0.22/0.22,0.4943132,353.0,Swift BAT,
071010A,03:41:12,293707,288.04,-32.385,2.5,6,2.0,0.4,0.8,0.3,"2.33, PL",0.37,0.193977,0.0,Swift BAT,
071008,21:55:56,293587,151.571,44.303,2.0,18,2.4,0.4,0.5,0.1,"2.23, PL",0.27,0.21817169,0.0,Swift BAT,
071006,06:41:40,293250|Ground Analysis,335.294,-23.147,1.9,50,1.4,0.2,13.0,3.0,"0.75, PL",0.21,1.2160566,0.0,Swift BAT,
071003,07:40:55,292934,301.857,10.954,1.0,150,83,3.0,6.3,0.4,"1.36, PL",0.07,0.6020887,0.0,Swift BAT,
071001,16:31:48,292826,149.707,-59.763,2,58.5,7.7,0.8,0.9,0.1,"1.62, PL",0.17,0.44519925,0.0,Swift BAT,
070923,19:15:23,292004,184.623,-38.294,2.1,0.05,0.5,0.09,2.4,0.4,"1.02, PL",0.29,0.8917149,0.0,Swift BAT,
070920B,21:04:32,291728,0.127,-34.844,1,20.2,6.6,0.5,0.8,0.1,"0.67, CPL",-0.58/0.58,1.3327566,267.0,Swift BAT,
070920A,04:00:13,291614,100.968,72.25,2.1,56,5.1,0.7,0.3,0.1,"1.69, PL",0.21,0.41035467,0.0,Swift BAT,
070917,07:33:56,291292,293.923,2.42,1.0,7.3,20,1.0,8.5,0.3,"1.52, PL",0.05,0.5000895,0.0,Swift BAT,
070913,00:36:43,290843,228.737,-24.278,1.7,3.2,2.5,0.3,1.4,0.2,"1.61, PL",0.19,0.4504095,0.0,Swift BAT,
070911,05:57:44,290624,25.819,-33.484,1.5,162,120,2.0,3.9,0.2,"1.72, PL",0.04,0.39625767,0.0,Swift BAT,
070810B,15:19:17,287409,8.952,8.822,2.5,0.08,0.12,0.03,1.8,0.4,"1.44, PL",0.37,0.5487588,0.0,Swift BAT,
070810A,02:11:52,287364,189.947,10.747,1.3,11.0,6.9,0.6,1.9,0.2,"2.04, PL",0.14,0.27263993,0.0,Swift BAT,
070809,19:22:17,287344,203.767,-22.119,1.7,1.3,1.0,0.1,1.2,0.2,"1.69, PL",0.22,0.41035467,0.0,Swift BAT,
070808,18:28:00,287260,6.761,1.18,1.2,32,12,1.0,2.0,0.2,"1.47, PL",0.14,0.52998394,0.0,Swift BAT,
070805,19:55:45,287088,245.057,-59.957,1.5,31.0,7.2,0.8,0.7,0.2,"1.84, PL",0.20,0.3444907,0.0,Swift BAT,
070802,07:07:25,286809,36.903,-55.517,2.0,16.4,2.8,0.5,0.4,0.1,"1.79, PL",0.27,0.3651952,0.0,Swift BAT,
070731,09:33:22,286574,328.581,-15.74,1.9,2.9,1.6,0.3,1.2,0.2,"1.65, PL",0.23,0.42992243,0.0,Swift BAT,
070724A,10:53:50,285948,27.824,-18.61,1.2,0.4,0.3,0.07,1.0,0.2,"1.81, PL",0.33,0.3567701,0.0,Swift BAT,
070721B,10:33:48,285654,33.128,-2.198,1.2,340,36,2.0,1.5,0.3,"1.34, PL",0.11,0.61619985,0.0,Swift BAT,
070721A,10:01:08,285653,3.144,-28.53,2.3,3.4,0.71,0.18,0.7,0.1,"2.46, PL",0.41,0.16644996,0.0,Swift BAT,
070714B,04:59:29,284856,57.853,28.294,1.4,64,7.2,0.9,2.7,0.2,"1.36, PL",0.19,0.6020887,0.0,Swift BAT,
070714A,03:20:31,284850,42.933,30.241,1.3,2.0,1.5,0.2,1.8,0.2,"2.6, PL",0.2,0.14111675,0.0,Swift BAT,
070704,20:05:57,283791,354.707,66.257,1.6,380,59,3.0,2.1,0.2,"1.79, PL",0.08,0.3651952,0.0,Swift BAT,
070628,14:41:02,283320,115.271,-20.281,1.3,39.1,35,2.0,5.1,0.3,"1.91, PL",0.09,0.31743684,0.0,Swift BAT,
070621,23:17:39,282808,323.806,-24.809,1.0,33.3,43,1.0,2.5,0.3,"1.57, PL",0.06,0.47185832,0.0,Swift BAT,
070616,16:29:34,282445,32.096,56.946,2.6,402.400,192.00,3.47,1.93,0.14,"1.61, PL",0.04,0.4504095,0.0,Swift BAT,
070612B,06:21:18,282073,261.716,-8.747,1.1,13.500,16.80,1.16,2.47,0.39,"1.55, PL",0.11,0.48295715,0.0,Swift BAT,
070612A,02:38:46,282066,121.355,37.258,1.4,368.800,106.00,6.01,1.51,0.38,"1.69, PL",0.10,0.41035467,0.0,Swift BAT,
070611,01:57:14,282003,2.004,-29.756,1.9,12.200,3.91,0.57,0.82,0.21,"1.66, PL",0.22,0.42494592,0.0,Swift BAT,
070531,02:10:18,280958,6.714,74.315,1.7,44.500,10.80,1.27,1.0,0.22,"1.41, PL",0.20,0.5681886,0.0,Swift BAT,
